name,qwk,macro_f1,recall_0,recall_1,recall_2,recall_3,recall_4
plain_ce,0.9063824394914324,0.6062771667108402,0.9883720930232558,0.475,0.9326923076923077,0.0,0.6428571428571429
weighted_ce,0.8965795634974031,0.7145862502279937,0.9883720930232558,0.7,0.7692307692307693,0.5454545454545454,0.6071428571428571
focal,0.9022165717760212,0.6600832798290668,0.9941860465116279,0.5,0.8557692307692307,0.2727272727272727,0.6071428571428571
focal_weighted_sampling,0.8867730520130868,0.6581932158063462,0.9651162790697675,0.85,0.4423076923076923,0.8181818181818182,0.5714285714285714
